date_de_tirage,combinaison_gagnante_en_ordre_croissant,boule_1,boule_2,boule_3,boule_4,boule_5,numero_chance
07/09/2016,13-26-34-38-42+9,26,34,38,13,42,9
05/09/2016,7-30-42-43-48+4,43,48,7,42,30,4
03/09/2016,24-36-45-47-49+5,36,24,45,49,47,5
31/08/2016,10-12-19-26-47+1,12,26,19,47,10,1
29/08/2016,25-36-44-48-49+2,44,36,49,25,48,2
27/08/2016,2-21-23-31-45+8,45,21,2,31,23,8
24/08/2016,3-4-34-41-42+2,3,4,34,41,42,2
22/08/2016,12-21-34-42-44+7,21,44,42,12,34,7
20/08/2016,10-15-28-35-43+9,35,10,28,43,15,9
17/08/2016,12-21-24-35-40+4,12,21,35,24,40,4
15/08/2016,16-25-26-27-31+7,16,31,25,27,26,7
13/08/2016,1-6-9-33-46+6,33,1,9,6,46,6
10/08/2016,7-17-19-30-49+3,49,30,19,17,7,3
08/08/2016,1-2-3-26-36+7,1,26,2,36,3,7
06/08/2016,7-12-25-31-44+10,44,12,7,25,31,10
03/08/2016,18-24-27-39-44+3,18,27,39,44,24,3
01/08/2016,24-29-36-42-45+7,45,29,36,42,24,7
30/07/2016,9-22-23-30-46+9,30,9,22,46,23,9
27/07/2016,7-8-19-34-44+6,34,7,44,19,8,6
25/07/2016,1-3-5-29-46+4,3,29,46,5,1,4
23/07/2016,2-15-21-27-33+10,2,27,33,21,15,10
20/07/2016,1-13-29-32-46+1,32,1,13,29,46,1
18/07/2016,2-20-25-29-39+7,29,25,2,39,20,7
16/07/2016,11-21-45-46-48+4,45,21,46,48,11,4
13/07/2016,7-28-30-34-47+10,30,28,47,34,7,10
11/07/2016,2-25-27-35-36+4,36,35,2,25,27,4
09/07/2016,3-6-15-39-46+10,46,15,6,39,3,10
06/07/2016,13-16-26-38-47+8,26,38,47,13,16,8
04/07/2016,10-12-22-25-47+1,12,10,25,22,47,1
02/07/2016,8-16-17-24-31+5,8,24,31,17,16,5
29/06/2016,9-14-17-22-48+10,17,22,9,14,48,10
27/06/2016,8-22-23-24-41+7,22,23,8,41,24,7
25/06/2016,16-19-20-35-49+3,16,20,19,35,49,3
22/06/2016,4-5-10-27-36+9,4,27,10,36,5,9
20/06/2016,4-13-38-43-45+10,38,4,45,13,43,10
18/06/2016,10-18-20-33-39+3,18,33,10,20,39,3
15/06/2016,2-5-8-33-34+10,34,2,8,5,33,10
13/06/2016,5-8-21-28-36+8,28,36,5,21,8,8
11/06/2016,7-17-22-44-46+6,7,17,22,46,44,6
08/06/2016,6-8-33-45-49+9,45,6,8,49,33,9
06/06/2016,23-25-32-47-48+5,23,32,48,47,25,5
04/06/2016,2-16-19-25-39+1,39,2,16,19,25,1
01/06/2016,22-26-27-35-44+10,27,35,26,44,22,10
30/05/2016,6-7-13-38-40+3,6,38,7,13,40,3
28/05/2016,1-3-13-14-19+6,19,3,1,14,13,6
25/05/2016,4-12-20-21-36+3,20,12,36,21,4,3
23/05/2016,7-22-26-41-48+2,41,48,22,26,7,2
21/05/2016,12-23-26-41-48+4,41,26,23,12,48,4
18/05/2016,1-22-38-40-49+9,22,1,40,38,49,9
16/05/2016,6-16-31-36-38+1,36,38,31,6,16,1
14/05/2016,1-27-28-30-42+5,42,28,30,1,27,5
11/05/2016,15-19-29-31-44+10,31,44,29,19,15,10
09/05/2016,4-11-14-24-29+1,24,29,4,11,14,1
07/05/2016,14-20-33-35-42+4,35,33,42,20,14,4
04/05/2016,7-8-15-24-42+9,15,7,42,8,24,9
02/05/2016,26-36-43-47-48+6,47,36,43,48,26,6
30/04/2016,2-29-30-36-49+7,49,29,2,30,36,7
27/04/2016,9-25-36-44-45+10,9,36,25,45,44,10
25/04/2016,13-18-19-22-39+6,39,19,13,18,22,6
23/04/2016,2-15-17-22-26+7,26,15,22,2,17,7
20/04/2016,12-13-15-36-41+9,12,15,36,41,13,9
18/04/2016,24-26-29-38-47+7,47,29,24,38,26,7
16/04/2016,25-33-36-39-40+9,33,25,36,39,40,9
13/04/2016,2-4-31-34-49+4,31,49,34,2,4,4
11/04/2016,4-25-26-29-34+2,34,29,4,26,25,2
09/04/2016,14-16-39-42-49+6,42,49,39,14,16,6
06/04/2016,19-21-24-28-44+5,21,19,28,24,44,5
04/04/2016,7-8-11-36-48+3,36,7,48,11,8,3
02/04/2016,18-19-22-29-34+1,29,34,18,22,19,1
30/03/2016,20-23-35-43-46+6,43,20,46,35,23,6
28/03/2016,2-4-15-26-28+2,26,2,28,4,15,2
26/03/2016,1-3-14-17-20+1,14,3,20,17,1,1
23/03/2016,5-8-14-17-19+9,14,19,17,8,5,9
21/03/2016,3-10-34-37-42+2,3,34,42,37,10,2
19/03/2016,4-13-18-36-49+5,49,13,4,36,18,5
16/03/2016,7-9-11-18-43+10,43,18,11,7,9,10
14/03/2016,14-19-27-36-39+8,19,39,27,14,36,8
12/03/2016,9-17-25-27-46+6,27,17,9,25,46,6
09/03/2016,19-20-22-40-41+2,40,22,20,19,41,2
07/03/2016,6-11-12-41-49+1,11,6,49,41,12,1
05/03/2016,5-14-23-34-49+6,34,5,14,49,23,6
02/03/2016,20-34-40-44-48+2,40,48,44,20,34,2
29/02/2016,1-3-13-24-45+1,13,3,1,24,45,1
27/02/2016,10-11-13-28-47+6,11,47,13,10,28,6
24/02/2016,1-18-20-44-49+7,20,18,44,1,49,7
22/02/2016,2-5-23-26-48+5,23,2,5,48,26,5
20/02/2016,9-20-33-34-41+8,9,33,34,41,20,8
17/02/2016,2-17-29-34-40+10,29,17,40,34,2,10
15/02/2016,4-10-21-37-38+5,37,21,38,4,10,5
13/02/2016,10-27-30-38-41+4,38,30,27,41,10,4
10/02/2016,1-27-44-46-48+10,44,46,1,27,48,10
08/02/2016,1-11-28-30-39+6,30,1,28,39,11,6
06/02/2016,2-25-28-41-44+9,44,25,2,41,28,9
03/02/2016,5-24-25-28-44+3,5,44,24,28,25,3
01/02/2016,13-18-36-40-48+4,18,36,13,40,48,4
30/01/2016,1-3-11-31-49+1,1,3,31,11,49,1
27/01/2016,31-32-37-44-48+9,31,44,48,37,32,9
25/01/2016,4-10-12-38-41+3,12,4,38,10,41,3
23/01/2016,3-15-33-41-42+3,42,3,15,41,33,3
20/01/2016,9-21-31-34-42+8,34,21,9,42,31,8
18/01/2016,1-2-3-5-10+4,2,5,3,10,1,4
16/01/2016,13-17-26-27-45+6,17,45,26,27,13,6
13/01/2016,3-11-30-33-35+2,30,11,35,33,3,2
11/01/2016,14-19-29-41-43+9,41,29,19,43,14,9
09/01/2016,4-22-39-45-49+6,22,39,4,49,45,6
06/01/2016,2-5-14-22-49+4,49,22,14,5,2,4
04/01/2016,15-23-34-40-43+3,34,43,23,15,40,3
02/01/2016,10-19-37-44-46+10,19,44,37,46,10,10
30/12/2015,1-2-16-25-34+5,16,2,34,25,1,5
28/12/2015,7-10-12-20-45+7,10,12,7,20,45,7
26/12/2015,15-20-21-38-43+1,15,21,20,38,43,1
23/12/2015,13-17-28-42-46+2,13,17,28,46,42,2
21/12/2015,7-11-19-33-41+3,11,19,33,41,7,3
19/12/2015,4-25-38-39-42+7,4,25,42,39,38,7
16/12/2015,22-24-35-41-46+10,46,41,24,35,22,10
14/12/2015,7-11-20-31-49+7,31,49,7,20,11,7
12/12/2015,2-13-15-34-40+8,13,40,2,34,15,8
09/12/2015,6-10-12-34-49+7,6,34,12,49,10,7
07/12/2015,14-22-28-37-42+10,22,28,42,37,14,10
05/12/2015,9-20-26-27-47+7,9,26,47,20,27,7
02/12/2015,3-9-10-39-45+7,39,9,3,45,10,7
30/11/2015,5-19-27-35-40+9,27,19,5,35,40,9
28/11/2015,12-19-30-37-46+9,30,19,37,12,46,9
25/11/2015,7-18-22-24-41+3,24,18,22,41,7,3
23/11/2015,12-14-20-37-47+6,47,12,14,37,20,6
21/11/2015,12-16-18-24-43+10,43,24,12,18,16,10
18/11/2015,1-5-23-25-47+1,25,23,5,1,47,1
16/11/2015,12-28-40-42-47+1,28,47,40,12,42,1
14/11/2015,10-29-34-37-47+10,34,29,47,10,37,10
11/11/2015,1-6-13-15-17+2,17,1,6,13,15,2
09/11/2015,8-25-32-37-39+10,25,32,8,37,39,10
07/11/2015,4-7-23-28-32+1,7,32,4,23,28,1
04/11/2015,8-11-15-21-32+6,32,11,8,21,15,6
02/11/2015,7-8-21-32-48+4,21,32,8,48,7,4
31/10/2015,33-34-36-43-48+10,33,36,48,43,34,10
28/10/2015,2-5-17-30-49+2,49,2,17,30,5,2
26/10/2015,4-17-19-23-49+3,17,19,23,4,49,3
24/10/2015,7-11-12-29-39+2,7,12,39,29,11,2
21/10/2015,22-25-26-31-35+6,25,35,22,26,31,6
19/10/2015,31-33-36-47-48+7,36,33,31,48,47,7
17/10/2015,9-14-22-33-46+8,22,33,14,46,9,8
14/10/2015,6-20-33-35-38+2,38,20,33,6,35,2
12/10/2015,1-3-4-16-49+4,1,16,49,3,4,4
10/10/2015,15-23-30-41-45+7,41,23,15,30,45,7
07/10/2015,2-14-27-28-29+9,29,27,2,14,28,9
05/10/2015,13-27-28-31-42+6,27,28,13,31,42,6
03/10/2015,8-18-20-27-37+4,27,18,8,37,20,4
30/09/2015,15-16-18-26-35+7,16,18,15,35,26,7
28/09/2015,23-36-37-39-49+8,23,39,37,36,49,8
26/09/2015,4-13-14-21-24+1,14,13,4,24,21,1
23/09/2015,18-20-31-35-49+3,35,49,18,20,31,3
21/09/2015,12-27-28-42-47+5,42,47,28,27,12,5
19/09/2015,2-16-25-33-43+9,2,25,43,16,33,9
16/09/2015,7-11-17-34-42+6,7,34,42,11,17,6
14/09/2015,3-37-43-48-49+2,3,43,48,37,49,2
12/09/2015,1-30-31-38-41+10,41,1,30,38,31,10
09/09/2015,3-10-19-41-44+7,3,19,10,44,41,7
07/09/2015,5-19-21-29-32+3,5,19,21,32,29,3
05/09/2015,14-24-25-42-45+9,24,45,14,25,42,9
02/09/2015,6-9-17-28-29+2,29,6,9,17,28,2
31/08/2015,1-12-31-38-41+4,12,41,38,1,31,4
29/08/2015,2-23-38-40-43+8,43,40,2,38,23,8
26/08/2015,15-26-37-41-44+8,44,26,41,15,37,8
24/08/2015,5-6-17-30-42+1,6,5,17,42,30,1
22/08/2015,4-19-20-29-49+9,19,4,20,29,49,9
19/08/2015,6-21-34-38-45+4,21,6,45,34,38,4
17/08/2015,9-26-29-36-42+1,29,9,26,36,42,1
15/08/2015,6-13-25-47-49+4,49,13,6,25,47,4
12/08/2015,1-8-15-24-43+2,15,43,1,24,8,2
10/08/2015,12-14-28-37-44+5,37,44,14,12,28,5
08/08/2015,8-11-12-33-35+9,12,8,11,35,33,9
05/08/2015,9-10-22-34-36+4,34,10,22,36,9,4
03/08/2015,1-10-39-48-49+1,48,10,49,1,39,1
01/08/2015,9-23-24-31-34+9,9,31,24,34,23,9
29/07/2015,2-3-22-36-42+9,22,2,3,42,36,9
27/07/2015,6-14-28-37-41+5,14,28,37,41,6,5
25/07/2015,5-7-10-13-43+4,43,7,5,10,13,4
22/07/2015,24-30-31-33-36+1,36,30,33,31,24,1
20/07/2015,2-17-24-29-31+1,31,17,2,24,29,1
18/07/2015,18-35-37-41-45+3,45,41,37,35,18,3
15/07/2015,2-14-30-43-46+8,46,2,30,43,14,8
13/07/2015,22-29-31-37-39+8,22,39,31,37,29,8
11/07/2015,4-14-23-26-36+1,14,26,4,23,36,1
08/07/2015,5-20-32-39-42+7,5,39,32,42,20,7
06/07/2015,12-17-35-36-43+3,17,12,36,35,43,3
04/07/2015,4-29-38-40-49+3,4,49,38,29,40,3
01/07/2015,5-18-19-38-49+10,49,5,19,18,38,10
29/06/2015,2-12-14-16-42+7,14,16,2,12,42,7
27/06/2015,14-29-40-42-47+4,47,14,42,40,29,4
24/06/2015,25-29-38-41-49+2,29,49,38,25,41,2
22/06/2015,24-35-37-38-43+2,35,43,37,24,38,2
20/06/2015,3-8-13-32-37+4,32,8,3,13,37,4
17/06/2015,26-30-41-44-48+1,44,30,26,48,41,1
15/06/2015,16-19-22-35-37+2,35,19,37,22,16,2
13/06/2015,11-15-16-29-46+4,16,11,29,15,46,4
10/06/2015,8-12-19-40-46+8,12,46,40,8,19,8
08/06/2015,3-8-9-41-44+10,41,3,8,9,44,10
06/06/2015,4-24-29-30-47+3,4,24,29,47,30,3
03/06/2015,12-18-25-30-47+2,12,18,30,25,47,2
01/06/2015,3-4-12-38-49+2,3,38,4,49,12,2
30/05/2015,6-30-43-45-47+5,43,6,30,47,45,5
27/05/2015,8-22-29-32-42+3,22,32,42,8,29,3
25/05/2015,15-29-35-44-49+3,44,35,49,15,29,3
23/05/2015,12-19-26-41-45+7,45,41,12,26,19,7
20/05/2015,10-12-22-37-41+10,12,10,22,37,41,10
18/05/2015,2-10-38-39-41+5,38,41,39,2,10,5
16/05/2015,8-22-23-39-46+3,39,8,22,46,23,3
13/05/2015,6-15-22-37-45+5,45,22,37,15,6,5
11/05/2015,1-28-31-34-49+4,49,1,34,28,31,4
09/05/2015,4-8-29-40-46+3,4,46,8,29,40,3
06/05/2015,7-29-32-34-35+10,35,32,29,7,34,10
04/05/2015,8-14-30-48-49+1,14,30,48,8,49,1
02/05/2015,3-19-30-33-46+5,46,33,30,19,3,5
29/04/2015,2-20-35-42-49+3,42,20,2,35,49,3
27/04/2015,5-15-28-41-43+4,15,28,43,41,5,4
25/04/2015,10-20-27-29-30+6,30,20,29,10,27,6
22/04/2015,10-21-25-43-45+5,10,43,21,25,45,5
20/04/2015,2-10-15-28-37+2,10,37,28,15,2,2
18/04/2015,1-20-38-44-49+3,44,1,49,38,20,3
15/04/2015,6-10-30-39-43+5,43,6,10,30,39,5
13/04/2015,9-36-41-43-48+2,41,9,43,48,36,2
11/04/2015,5-17-33-41-45+9,45,41,5,17,33,9
08/04/2015,2-15-30-36-38+2,15,36,38,30,2,2
06/04/2015,1-16-17-31-33+3,31,16,33,17,1,3
04/04/2015,15-23-28-33-39+1,33,15,23,28,39,1
01/04/2015,13-20-21-25-41+4,13,21,25,20,41,4
30/03/2015,4-10-13-20-32+1,4,20,13,10,32,1
28/03/2015,19-20-27-39-40+8,20,19,40,39,27,8
25/03/2015,9-10-17-20-43+7,43,10,20,9,17,7
23/03/2015,1-3-20-48-49+7,48,49,3,1,20,7
21/03/2015,21-22-28-41-47+5,28,47,41,22,21,5
18/03/2015,4-10-15-26-30+5,26,15,10,4,30,5
16/03/2015,7-11-35-48-49+7,35,11,49,7,48,7
14/03/2015,3-8-14-30-39+10,30,39,3,14,8,10
11/03/2015,1-2-35-36-49+4,49,2,35,1,36,4
09/03/2015,26-28-31-34-35+5,35,31,26,34,28,5
07/03/2015,3-9-18-43-48+2,48,9,18,43,3,2
04/03/2015,8-16-23-32-34+4,32,16,8,23,34,4
02/03/2015,11-17-23-27-48+1,17,11,27,48,23,1
28/02/2015,5-14-30-36-46+6,14,46,5,30,36,6
25/02/2015,20-29-30-44-47+1,44,47,20,30,29,1
23/02/2015,3-4-22-28-40+2,40,3,22,4,28,2
21/02/2015,3-13-27-45-47+4,3,45,47,13,27,4
18/02/2015,9-21-25-29-44+7,44,21,29,9,25,7
16/02/2015,1-9-14-20-36+2,36,14,9,1,20,2
14/02/2015,2-26-27-38-41+7,27,41,38,26,2,7
11/02/2015,13-17-24-40-45+3,13,40,24,17,45,3
09/02/2015,4-27-34-40-49+2,40,49,34,27,4,2
07/02/2015,7-19-21-29-37+2,21,29,7,37,19,2
04/02/2015,9-24-28-35-49+4,49,9,28,24,35,4
02/02/2015,1-11-14-16-17+10,17,16,14,1,11,10
31/01/2015,4-14-25-31-46+5,14,31,46,25,4,5
28/01/2015,9-12-16-33-41+1,41,12,33,9,16,1
26/01/2015,17-18-27-35-40+6,18,17,27,35,40,6
24/01/2015,5-13-21-36-44+1,36,44,21,13,5,1
21/01/2015,6-19-34-42-49+10,19,6,34,49,42,10
19/01/2015,4-7-18-25-35+4,25,4,18,7,35,4
17/01/2015,19-30-39-40-43+4,43,19,30,39,40,4
14/01/2015,2-7-18-21-23+6,23,18,7,2,21,6
12/01/2015,13-15-20-27-34+1,20,15,27,13,34,1
10/01/2015,2-5-18-23-33+4,18,5,33,2,23,4
07/01/2015,7-20-21-29-33+1,20,29,21,33,7,1
05/01/2015,8-31-37-45-49+7,37,8,49,31,45,7
03/01/2015,12-28-31-32-48+3,31,32,12,28,48,3
31/12/2014,34-37-41-43-46+10,46,43,41,37,34,10
29/12/2014,26-27-30-44-49+1,30,26,44,27,49,1
27/12/2014,4-20-34-39-48+10,20,48,34,39,4,10
24/12/2014,4-18-22-31-36+7,31,36,4,22,18,7
22/12/2014,6-16-23-34-35+8,34,35,23,16,6,8
20/12/2014,10-19-21-22-26+9,19,10,26,21,22,9
17/12/2014,6-8-13-32-46+10,32,46,6,8,13,10
15/12/2014,15-23-41-42-47+4,23,47,41,42,15,4
13/12/2014,10-13-20-38-43+1,43,13,10,20,38,1
10/12/2014,3-8-11-16-27+6,27,11,16,3,8,6
08/12/2014,10-14-32-43-47+10,10,14,43,32,47,10
06/12/2014,10-18-20-37-43+8,43,37,20,10,18,8
03/12/2014,11-26-28-31-49+7,49,26,28,31,11,7
01/12/2014,40-43-44-48-49+8,43,49,40,48,44,8
29/11/2014,2-18-44-47-49+2,18,44,2,47,49,2
26/11/2014,5-12-20-34-47+3,5,34,47,12,20,3
24/11/2014,17-18-32-47-49+3,18,47,49,32,17,3
22/11/2014,1-9-22-26-44+10,22,1,44,9,26,10
19/11/2014,13-14-18-29-41+3,41,18,13,14,29,3
17/11/2014,16-23-35-47-48+10,23,47,16,48,35,10
15/11/2014,3-16-23-28-39+10,28,16,39,23,3,10
12/11/2014,13-19-23-27-40+5,27,13,19,40,23,5
10/11/2014,6-18-23-24-30+7,24,23,30,6,18,7
08/11/2014,7-14-27-40-46+5,40,14,46,27,7,5
05/11/2014,1-24-27-37-46+1,27,24,37,46,1,1
03/11/2014,18-24-34-44-45+8,34,45,18,44,24,8
01/11/2014,2-9-29-36-48+10,48,29,2,36,9,10
29/10/2014,6-17-18-29-32+9,32,18,17,6,29,9
27/10/2014,12-13-28-32-33+6,13,32,12,28,33,6
25/10/2014,14-24-39-47-49+4,14,39,24,49,47,4
22/10/2014,10-19-33-35-47+2,10,19,47,35,33,2
20/10/2014,13-21-26-30-40+5,30,40,13,21,26,5
18/10/2014,1-15-24-27-43+7,1,43,24,15,27,7
15/10/2014,9-28-37-41-46+10,28,9,37,41,46,10
13/10/2014,1-12-15-29-30+1,29,15,1,12,30,1
11/10/2014,10-15-19-24-28+9,24,19,10,28,15,9
08/10/2014,4-13-21-23-43+10,13,4,21,43,23,10
06/10/2014,9-20-22-40-46+7,20,22,46,40,9,7
04/10/2014,12-14-29-41-45+7,14,45,29,12,41,7
01/10/2014,16-17-27-42-44+8,17,42,44,27,16,8
29/09/2014,4-17-28-33-41+5,41,28,17,4,33,5
27/09/2014,9-26-29-35-38+5,26,29,9,35,38,5
24/09/2014,10-16-25-38-49+9,16,49,10,38,25,9
22/09/2014,1-13-26-31-44+6,44,31,26,1,13,6
20/09/2014,22-25-31-34-46+6,34,31,25,46,22,6
17/09/2014,3-6-10-18-23+4,23,18,10,6,3,4
15/09/2014,2-10-16-35-44+6,16,44,2,10,35,6
13/09/2014,7-23-27-28-33+1,7,28,27,23,33,1
10/09/2014,6-16-26-31-40+7,6,16,31,26,40,7
08/09/2014,1-17-40-42-43+10,1,40,17,43,42,10
06/09/2014,3-13-14-15-42+7,42,14,15,13,3,7
03/09/2014,4-10-13-20-38+4,10,38,20,4,13,4
01/09/2014,16-22-38-42-47+1,42,22,47,16,38,1
30/08/2014,6-25-30-36-40+8,25,40,30,36,6,8
27/08/2014,4-14-22-32-44+2,4,44,32,22,14,2
25/08/2014,9-26-31-43-45+1,26,9,45,31,43,1
23/08/2014,7-17-21-26-29+7,7,17,29,26,21,7
20/08/2014,15-22-31-33-41+4,22,33,31,41,15,4
18/08/2014,1-19-24-45-46+3,24,45,19,1,46,3
16/08/2014,9-22-23-37-40+4,22,40,23,37,9,4
13/08/2014,3-13-18-28-43+5,3,18,13,43,28,5
11/08/2014,11-25-32-36-46+7,36,32,11,46,25,7
09/08/2014,4-5-9-21-34+7,34,4,5,9,21,7
06/08/2014,13-15-21-34-41+8,13,41,34,21,15,8
04/08/2014,16-24-28-36-43+6,16,28,36,24,43,6
02/08/2014,4-8-25-32-41+10,25,32,4,8,41,10
30/07/2014,7-8-9-13-25+9,25,7,13,9,8,9
28/07/2014,1-14-42-43-45+9,45,14,1,42,43,9
26/07/2014,1-5-22-41-43+4,1,5,43,41,22,4
23/07/2014,1-8-15-24-32+6,1,32,8,15,24,6
21/07/2014,3-9-10-21-27+4,21,3,9,27,10,4
19/07/2014,8-29-43-44-45+6,8,44,29,43,45,6
16/07/2014,3-28-36-42-49+7,42,3,36,28,49,7
14/07/2014,21-32-37-38-41+9,21,41,32,38,37,9
12/07/2014,1-13-22-23-29+1,29,23,22,13,1,1
09/07/2014,4-6-8-34-36+5,8,6,36,4,34,5
07/07/2014,13-14-31-32-41+10,31,41,32,14,13,10
05/07/2014,3-7-11-25-33+6,25,11,7,33,3,6
02/07/2014,8-27-36-39-47+3,36,27,8,39,47,3
30/06/2014,5-24-27-46-47+2,47,27,5,24,46,2
28/06/2014,13-22-24-40-43+3,40,24,22,13,43,3
25/06/2014,4-5-23-30-41+4,5,4,23,30,41,4
23/06/2014,4-31-32-38-40+4,40,38,32,4,31,4
21/06/2014,3-11-29-30-32+1,11,3,30,29,32,1
18/06/2014,9-13-18-30-47+3,47,13,30,9,18,3
16/06/2014,3-5-16-37-42+1,5,37,16,42,3,1
14/06/2014,5-7-18-24-34+5,7,24,18,34,5,5
11/06/2014,9-15-22-32-42+6,22,9,42,15,32,6
09/06/2014,10-34-35-45-47+9,47,34,45,35,10,9
07/06/2014,5-21-37-38-45+2,5,37,45,38,21,2
04/06/2014,3-8-22-36-43+3,43,36,8,22,3,3
02/06/2014,22-26-35-41-47+5,41,35,47,26,22,5
31/05/2014,2-14-16-28-40+1,16,2,28,40,14,1
28/05/2014,8-9-26-46-48+7,9,26,8,48,46,7
26/05/2014,3-8-32-39-40+1,3,8,40,39,32,1
24/05/2014,17-18-24-39-40+1,40,18,39,24,17,1
21/05/2014,1-9-23-35-49+1,49,9,35,23,1,1
19/05/2014,8-9-40-41-49+3,49,41,8,9,40,3
17/05/2014,32-37-41-43-48+7,48,41,37,32,43,7
14/05/2014,5-6-21-25-33+1,6,25,21,5,33,1
12/05/2014,2-12-33-36-43+5,43,33,36,12,2,5
10/05/2014,6-15-17-21-37+4,37,6,15,21,17,4
07/05/2014,1-6-11-46-47+5,6,46,47,11,1,5
05/05/2014,2-16-19-28-37+10,28,16,37,19,2,10
03/05/2014,5-11-16-36-41+5,16,5,41,11,36,5
30/04/2014,19-23-32-35-43+10,32,35,19,23,43,10
28/04/2014,19-32-36-45-49+7,45,32,19,49,36,7
